"Model","Variable","Coefficient","Lower_CI","Upper_CI"
"D18","vol_pos_uni",0.110023950070838,0.0427468548345473,0.177301045307128
"D18","vol_neg_uni",-0.152255005216267,-0.196144494241577,-0.108365516190957
"D18","log(me)",-0.262250139359174,-0.290730010777665,-0.233770267940682
"D18","log(bm)",0.0178803030256787,-0.0257264068639412,0.0614870129152985
"D18","log(turn)",0.264530264729087,0.227096421915002,0.301964107543172
"D18","sue",-0.0126888681131065,-0.0208228989687819,-0.00455483725743103
"D18","nasdaq",-0.0282234189216568,-0.0950779074530685,0.038631069609755
"D19","vol_pos_uni",0.108389425783823,0.0431762473510209,0.173602604216624
"D19","vol_neg_uni",-0.151271244143941,-0.195131081982837,-0.107411406305044
"D19","log(me)",-0.263460991304081,-0.291528735584241,-0.235393247023921
"D19","log(bm)",0.0185157504102401,-0.0252232976731762,0.0622547984936563
"D19","log(turn)",0.261443362642503,0.224632624625238,0.298254100659768
"D19","sue",-0.0121384960251734,-0.0201426173945053,-0.00413437465584148
"D19","nasdaq",-0.0261550560154175,-0.0929422456765708,0.0406321336457358
"D20","vol_pos_uni",0.106883011679696,0.0418143144820884,0.171951708877304
"D20","vol_neg_uni",-0.150995714463356,-0.194796572972351,-0.107194855954362
"D20","log(me)",-0.263687944576497,-0.291467283011522,-0.235908606141471
"D20","log(bm)",0.0169784622838679,-0.0269119805168448,0.0608689050845806
"D20","log(turn)",0.258916306348485,0.222695492178677,0.295137120518294
"D20","sue",-0.0118923114472951,-0.0196760775639765,-0.0041085453306137
"D20","nasdaq",-0.0240601815634127,-0.091210815328297,0.0430904522014717
"D21","vol_pos_uni",0.00144776534963957,0.00112248086244055,0.00177304983683859
"D21","vol_neg_uni",-0.00175329656252536,-0.00220886140861823,-0.0012977317164325
"D21","log(me)",-0.00317830374949396,-0.00360808284509857,-0.00274852465388936
"D21","log(bm)",8.86483724615509e-05,-0.000441091174652074,0.000618387919575176
"D21","log(turn)",0.00415671375120319,0.00354033656862104,0.00477309093378535
"D21","sue",-0.00016926147628374,-0.000253256097889384,-8.52668546780964e-05
"D21","nasdaq",0.000232834350249769,-0.000561525073489846,0.00102719377398938
