"Model","Variable","Coefficient","Lower_CI","Upper_CI"
"D10","log(turn)",-0.0472872739291365,-0.812406554858503,0.717832007000229
"D10","log(rvar_capm)",8.37501702089603,7.66296096165996,9.08707308013211
"D10","sue",-0.140759416594446,-0.257454056417195,-0.0240647767716965
"D10","nasdaq",-0.643427105401109,-1.46506632851888,0.178212117716657
"D11","vol_pos_uni",2.23337419459286,0.862623206539878,3.60412518264585
"D11","vol_neg_uni",-1.35648558653635,-1.90072413358985,-0.812247039482844
"D11","log(me)",-3.33654473773403,-4.00363026992364,-2.66945920554443
"D11","log(bm)",0.811787982966992,0.308017644917251,1.31555832101673
"D11","log(turn)",0.0408051201767986,-0.716136542107062,0.797746782460659
"D11","log(rvar_capm)",8.31938695790054,7.60618391109959,9.0325900047015
